City,County,State,City Latitude,City Longitude,Closest Airport,Closest Airport ICAO,Distance to Airport KM,Distance to Airport Miles
New York,New York,NY,40.6943,-73.9249,John F Kennedy International Airport,KJFK,13.724377768392003,8.527933083199061
Los Angeles,Los Angeles,CA,34.1139,-118.4068,Los Angeles International Airport,KLAX,19.0590483675228,11.842743754985683
Chicago,Cook,IL,41.8373,-87.6862,Chicago Midway International Airport,KMDW,7.914873261068959,4.918074296078332
Miami,Miami-Dade,FL,25.7839,-80.2102,Miami International Airport,KMIA,8.116212132199513,5.04318047203937
Dallas,Dallas,TX,32.7936,-96.7662,Dallas Fort Worth International Airport,KDFW,27.864253059894224,17.314044360930147
Philadelphia,Philadelphia,PA,40.0077,-75.1339,Philadelphia International Airport,KPHL,17.650670687546597,10.967618425925654
Houston,Harris,TX,29.7863,-95.3889,George Bush Intercontinental Houston Airport,KIAH,22.4987040315395,13.980046722522538
Atlanta,Fulton,GA,33.7627,-84.4224,Hartsfield Jackson Atlanta International Airport,KATL,14.020505561462546,8.711938365332657
Washington,District of Columbia,DC,38.9047,-77.0163,Washington Dulles International Airport,KIAD,38.27667919761298,23.784026085035812
Boston,Suffolk,MA,42.3188,-71.0846,General Edward Lawrence Logan International Airport,KBOS,8.257103496867364,5.130726308372671
Phoenix,Maricopa,AZ,33.5722,-112.0891,Phoenix Sky Harbor International Airport,KPHX,16.91835265893775,10.51257709370734
Seattle,King,WA,47.6211,-122.3244,Boeing Field King County International Airport,KBFI,10.268400488616114,6.380488333691981
San Francisco,San Francisco,CA,37.7562,-122.443,San Francisco International Airport,KSFO,16.387506607798095,10.182724645895432
Detroit,Wayne,MI,42.3834,-83.1024,Cleveland Hopkins International Airport,KCLE,149.7384683717479,93.04317177831504
San Diego,San Diego,CA,32.8312,-117.1225,San Diego International Airport,KSAN,12.553906752296275,7.800636103362439
Minneapolis,Hennepin,MN,44.9635,-93.2678,Minneapolis-St Paul International/Wold-Chamberlain Airport,KMSP,9.759237420474689,6.064109067045262
Tampa,Hillsborough,FL,27.9942,-82.4451,Tampa International Airport,KTPA,8.897512348652224,5.5286579250968515
Denver,Denver,CO,39.7621,-104.8759,Denver International Airport,KDEN,20.567258250057574,12.779901939548175
Brooklyn,Kings,NY,40.6501,-73.9496,John F Kennedy International Airport,KJFK,14.447493249726323,8.977256217574345
Queens,Queens,NY,40.7498,-73.7976,John F Kennedy International Airport,KJFK,12.332535172667944,7.663082179282887
Riverside,Riverside,CA,33.9381,-117.3948,Ontario International Airport,KONT,23.091348206222133,14.348298744518095
Baltimore,Baltimore,MD,39.3051,-76.6144,Baltimore/Washington International Thurgood Marshall Airport,KBWI,15.150546160849666,9.41411304862255
Las Vegas,Clark,NV,36.2333,-115.2654,McCarran International Airport,KLAS,19.845466178741678,12.33140113404413
Portland,Multnomah,OR,45.5372,-122.65,Portland International Airport,KPDX,7.01290853462471,4.3576193916499975
San Antonio,Bexar,TX,29.4658,-98.5253,San Antonio International Airport,KSAT,9.265730044805817,5.757457796817045
St. Louis,St. Louis,MO,38.6358,-90.2451,St Louis Lambert International Airport,KSTL,16.586254929325655,10.306221128940997
Sacramento,Sacramento,CA,38.5667,-121.4683,Sacramento International Airport,KSMF,17.84384297646383,11.087650122896902
Orlando,Orange,FL,28.4772,-81.3369,Orlando International Airport,KMCO,5.974275170772406,3.712242531993055
San Jose,Santa Clara,CA,37.3019,-121.8486,Norman Y. Mineta San Jose International Airport,KSJC,9.802349838710697,6.090897882099473
Cleveland,Cuyahoga,OH,41.4767,-81.6804,Cleveland Hopkins International Airport,KCLE,15.862117615957109,9.856263057568409
Pittsburgh,Allegheny,PA,40.4396,-79.9762,Pittsburgh International Airport,KPIT,22.46996977103779,13.962192080593477
Austin,Travis,TX,30.3004,-97.7522,Austin Bergstrom International Airport,KAUS,14.183155687228687,8.813004469160115
Cincinnati,Hamilton,OH,39.1413,-84.5061,Cincinnati Northern Kentucky International Airport,KCVG,17.335515716949665,10.771790203659874
Kansas City,Jackson,MO,39.1239,-94.5541,Kansas City International Airport,KMCI,23.719236703285322,14.738450573404444
Manhattan,New York,NY,40.7834,-73.9662,Newark Liberty International Airport,KEWR,19.830507572714225,12.322106287066525
Indianapolis,Marion,IN,39.7771,-86.1458,Indianapolis International Airport,KIND,14.339711062289005,8.910283470427794
Columbus,Franklin,OH,39.9862,-82.985,John Glenn Columbus International Airport,KCMH,8.039114791889642,4.995274405174217
Charlotte,Mecklenburg,NC,35.208,-80.8304,Charlotte Douglas International Airport,KCLT,10.260534143499456,6.375600413387229
Virginia Beach,Virginia Beach,VA,36.7335,-76.0435,Norfolk International Airport,KORF,22.759234049758447,14.141932572579266
Bronx,Bronx,NY,40.8501,-73.8662,John F Kennedy International Airport,KJFK,24.51346676225452,15.231962258222206
Milwaukee,Milwaukee,WI,43.0642,-87.9673,General Mitchell International Airport,KMKE,14.223409835993724,8.838017237883223
Providence,Providence,RI,41.823,-71.4187,General Edward Lawrence Logan International Airport,KBOS,69.18719294019905,42.99092910188302
Jacksonville,Duval,FL,30.3322,-81.6749,Jacksonville International Airport,KJAX,18.04563966049085,11.213040770606792
Salt Lake City,Salt Lake,UT,40.7777,-111.9306,Salt Lake City International Airport,KSLC,4.164153890638847,2.587485300010929
Nashville,Davidson,TN,36.1715,-86.7843,Nashville International Airport,KBNA,10.866023730876405,6.751834204883149
Richmond,Richmond,VA,37.5295,-77.4756,Richmond International Airport,KRIC,14.012639335252574,8.707050518913094
Memphis,Shelby,TN,35.1046,-89.9773,Memphis International Airport,KMEM,6.916510916869345,4.297720688228205
Raleigh,Wake,NC,35.8325,-78.6435,Raleigh Durham International Airport,KRDU,13.912991552744101,8.645132256718465
New Orleans,Orleans,LA,30.0687,-89.9288,Louis Armstrong New Orleans International Airport,KMSY,32.779010894782346,20.36793333450398
Louisville,Jefferson,KY,38.1663,-85.6485,Louisville Muhammad Ali International Airport,KSDF,7.7020075558560555,4.785805677391345
Oklahoma City,Oklahoma,OK,35.4676,-97.5136,Tulsa International Airport,KTUL,167.55665492051534,104.11487973594653
Bridgeport,Fairfield,CT,41.1918,-73.1953,John F Kennedy International Airport,KJFK,78.5629165324233,48.81673372125171
Buffalo,Erie,NY,42.9016,-78.8487,Buffalo Niagara International Airport,KBUF,10.425783186460368,6.478281409510703
Fort Worth,Tarrant,TX,32.7811,-97.3473,Fort Worth Meacham International Airport,KFTW,4.528769644853409,2.814047028746137
Hartford,Hartford,CT,41.7661,-72.6834,Bradley International Airport,KBDL,19.214519726343063,11.93934917978146
Tucson,Pima,AZ,32.1545,-110.8782,Tucson International Airport / Morris Air National Guard Base,KTUS,7.144879836590068,4.439622557917774
Omaha,Douglas,NE,41.2627,-96.0522,Des Moines International Airport,KDSM,201.5402566167506,125.23131110225827
El Paso,El Paso,TX,31.8479,-106.4309,Albuquerque International Sunport,KABQ,355.35221637013325,220.80563310856934
Honolulu,Honolulu,HI,21.3294,-157.846,Daniel K Inouye International Airport,PHNL,8.161604172885223,5.071385778830699
McAllen,Hidalgo,TX,26.2273,-98.2471,Corpus Christi International Airport,KCRP,186.82144257099708,116.08546395607154
Albuquerque,Bernalillo,NM,35.1053,-106.6464,Albuquerque International Sunport,KABQ,7.999096267274091,4.970408046511623
Birmingham,Jefferson,AL,33.5277,-86.7987,Birmingham-Shuttlesworth International Airport,KBHM,5.732893624811279,3.562254991121334
Sarasota,Sarasota,FL,27.3386,-82.5431,Sarasota Bradenton International Airport,KSRQ,6.41355846078915,3.985200517050707
Dayton,Montgomery,OH,39.7797,-84.1998,James M Cox Dayton International Airport,KDAY,13.745970821712717,8.541350384652617
Rochester,Monroe,NY,43.168,-77.6162,Greater Rochester International Airport,KROC,7.113320787569152,4.420012673756789
Fresno,Fresno,CA,36.7831,-119.7941,Norman Y. Mineta San Jose International Airport,KSJC,200.06182570212655,124.31265671072123
Allentown,Lehigh,PA,40.5961,-75.4756,Philadelphia International Airport,KPHL,82.951505633372,51.54367659721512
Tulsa,Tulsa,OK,36.1284,-95.9042,Tulsa International Airport,KTUL,7.916560919595453,4.91912295848213
Cape Coral,Lee,FL,26.6446,-81.9956,Southwest Florida International Airport,KRSW,26.77069866719887,16.634541155675763
Concord,Contra Costa,CA,37.9722,-122.0016,Metropolitan Oakland International Airport,KOAK,33.904037666664415,21.066992569780467
Colorado Springs,El Paso,CO,38.8674,-104.7606,Denver International Airport,KDEN,110.8172643648042,68.85865653907562
Charleston,Charleston,SC,32.8153,-79.9628,Charleston Air Force Base-International Airport,KCHS,11.767252050385192,7.311831527250307
Springfield,Hampden,MA,42.1155,-72.5395,Bradley International Airport,KBDL,22.945397462023024,14.257609155454201
Grand Rapids,Kent,MI,42.962,-85.6562,MBS International Airport,KMBS,142.60187398001239,88.60869755720907
Mission Viejo,Orange,CA,33.6095,-117.655,Ontario International Airport,KONT,49.89851235527315,31.0054985004109
Albany,Albany,NY,42.6664,-73.7987,Bradley International Airport,KBDL,122.30867264150764,75.99908668966077
Knoxville,Knox,TN,35.9692,-83.9496,Greenville Spartanburg International Airport,KGSP,197.06306254655678,122.44931165022905
Bakersfield,Kern,CA,35.3529,-119.0359,Los Angeles International Airport,KLAX,167.01557748305993,103.77866979934193
Ogden,Weber,UT,41.2278,-111.9682,Salt Lake City International Airport,KSLC,48.86618233948649,30.36403835970553
Baton Rouge,East Baton Rouge,LA,30.4418,-91.131,Louis Armstrong New Orleans International Airport,KMSY,97.58178261008383,60.63450935856692
Akron,Summit,OH,41.0798,-81.5219,Cleveland Hopkins International Airport,KCLE,45.97374985292669,28.56676411461288
New Haven,New Haven,CT,41.3112,-72.9246,Bradley International Airport,KBDL,72.62398647753079,45.126453626327084
Columbia,Richland,SC,34.0376,-80.9037,Charlotte Douglas International Airport,KCLT,130.85965941035442,81.31242359940322
Mesa,Maricopa,AZ,33.4017,-111.718,Phoenix Sky Harbor International Airport,KPHX,27.52646148071605,17.10415040202631
Palm Bay,Brevard,FL,27.955,-80.6627,Orlando International Airport,KMCO,82.42886256315403,51.218921245502095
Provo,Utah,UT,40.2457,-111.6457,Salt Lake City International Airport,KSLC,66.56262555449473,41.36009851594706
Worcester,Worcester,MA,42.2705,-71.8079,General Edward Lawrence Logan International Airport,KBOS,66.81704012189034,41.51818440098715
Murrieta,Riverside,CA,33.572,-117.1909,Ontario International Airport,KONT,65.81683070858529,40.89668307759049
Greenville,Greenville,SC,34.8353,-82.3647,Greenville Spartanburg International Airport,KGSP,14.90114484937736,9.25914225643143
Wichita,Sedgwick,KS,37.6896,-97.3442,Tulsa International Airport,KTUL,210.32522522597623,130.69003758893513
Toledo,Lucas,OH,41.6639,-83.5822,Cleveland Hopkins International Airport,KCLE,146.88934984888164,91.2728115828194
Staten Island,Richmond,NY,40.5834,-74.1496,Newark Liberty International Airport,KEWR,12.23810099711784,7.604403502300309
Des Moines,Polk,IA,41.5725,-93.6105,Des Moines International Airport,KDSM,6.122508436310767,3.804350414080545
Long Beach,Los Angeles,CA,33.7981,-118.1675,Los Angeles International Airport,KLAX,27.401340046493676,17.026403546297832
Port St. Lucie,St. Lucie,FL,27.2796,-80.3883,Palm Beach International Airport,KPBI,72.3819844691955,44.97608054800537
Denton,Denton,TX,33.2176,-97.1419,Dallas Fort Worth International Airport,KDFW,36.9620979148126,22.967183135844603
Madison,Dane,WI,43.0826,-89.3931,Chicago Rockford International Airport,KRFD,101.57797498657726,63.1176282109795
Reno,Washoe,NV,39.5497,-119.8483,Reno Tahoe International Airport,KRNO,8.89361479295171,5.526236096234157
Harrisburg,Dauphin,PA,40.2752,-76.8843,Baltimore/Washington International Thurgood Marshall Airport,KBWI,123.679605135968,76.8509446588626
Little Rock,Pulaski,AR,34.7256,-92.3576,Memphis International Airport,KMEM,220.00564787243133,136.7051734252701
Oakland,Alameda,CA,37.7903,-122.2165,Metropolitan Oakland International Airport,KOAK,7.682881251675752,4.773921142811265
Durham,Durham,NC,35.9794,-78.9031,Raleigh Durham International Airport,KRDU,15.37769204620836,9.555254959982944
Winston-Salem,Forsyth,NC,36.1029,-80.2611,Piedmont Triad International Airport,KGSO,29.09688815765633,18.079968310788704
Bonita Springs,Lee,FL,26.3559,-81.7861,Southwest Florida International Airport,KRSW,20.28303645441679,12.603294701324707
Indio,Riverside,CA,33.7346,-116.2346,Ontario International Airport,KONT,131.08090801612477,81.44990111106907
Palm Coast,Flagler,FL,29.5392,-81.246,Daytona Beach International Airport,KDAB,43.90685481216876,27.28245506286308
Chattanooga,Hamilton,TN,35.0657,-85.2488,Huntsville International Carl T Jones Field,KHSV,147.19878573247456,91.4650861291306
Spokane,Spokane,WA,47.6671,-117.433,Spokane International Airport,KGEG,9.208449050229246,5.721865036479807
Syracuse,Onondaga,NY,43.0409,-76.1438,Syracuse Hancock International Airport,KSYR,8.389274500375237,5.2128535634275615
Lancaster,Lancaster,PA,40.0421,-76.3012,Philadelphia International Airport,KPHL,92.31698577764408,57.36311623303764
Arlington,Tarrant,TX,32.6998,-97.125,Dallas Fort Worth International Airport,KDFW,23.366119089257154,14.519033457834626
Stockton,San Joaquin,CA,37.9765,-121.3109,Sacramento International Airport,KSMF,83.58795340953299,51.93914691562561
Poughkeepsie,Dutchess,NY,41.6949,-73.921,Bradley International Airport,KBDL,106.104821974057,65.93048055580617
Augusta,Richmond,GA,33.3645,-82.0708,Savannah Hilton Head International Airport,KSAV,159.73841183859946,99.25684865024475
Boise,Ada,ID,43.6007,-116.2312,Spokane International Airport,KGEG,458.24124437621504,284.737911907542
Oxnard,Ventura,CA,34.1963,-119.1815,Los Angeles International Airport,KLAX,76.63241870375387,47.61717796885399
Scranton,Lackawanna,PA,41.4044,-75.6649,Newark Liberty International Airport,KEWR,148.34956433308426,92.18014680912577
Modesto,Stanislaus,CA,37.6374,-121.0028,Norman Y. Mineta San Jose International Airport,KSJC,87.23302228247555,54.20408773528857
Kissimmee,Osceola,FL,28.3042,-81.4164,Orlando International Airport,KMCO,17.442466088129457,10.838246084140307
Aurora,Adams,CO,39.7087,-104.7273,Denver International Airport,KDEN,17.63407721955523,10.957307722807696
Youngstown,Mahoning,OH,41.0993,-80.6463,Pittsburgh International Airport,KPIT,76.01724987337381,47.234929774518136
Fayetteville,Washington,AR,36.0713,-94.166,Tulsa International Airport,KTUL,155.29487163817993,96.49576074366183
Anaheim,Orange,CA,33.839,-117.8572,Ontario International Airport,KONT,33.77453884942837,20.986525734315926
Pensacola,Escambia,FL,30.4427,-87.1886,Gulfport Biloxi International Airport,KGPT,180.44410787555182,112.12277184356108
Victorville,San Bernardino,CA,34.5277,-117.3536,Ontario International Airport,KONT,57.163126092490344,35.51952025584204
Lancaster,Los Angeles,CA,34.6935,-118.1753,Los Angeles International Airport,KLAX,86.19843775261448,53.561226704467366
Greensboro,Guilford,NC,36.0956,-79.8269,Piedmont Triad International Airport,KGSO,9.922417322057226,6.165504358307485
Corpus Christi,Nueces,TX,27.726,-97.3755,Corpus Christi International Airport,KCRP,13.318484856450015,8.275722917434173
Fort Wayne,Allen,IN,41.0886,-85.1437,Fort Wayne International Airport,KFWA,12.979452337973612,8.065057874589469
Santa Ana,Orange,CA,33.7366,-117.8819,Ontario International Airport,KONT,43.97207495465487,27.322980981063843
Flint,Genesee,MI,43.0235,-83.6922,MBS International Airport,KMBS,64.7451316312937,40.230760135894926
San Juan,San Juan,PR,18.4037,-66.0636,Miami International Airport,KMIA,1678.5627090892447,1043.010524822035
Fayetteville,Cumberland,NC,35.0846,-78.9776,Raleigh Durham International Airport,KRDU,89.84219774495021,55.82535422341701
Jackson,Hinds,MS,32.3163,-90.2124,Jackson-Medgar Wiley Evers International Airport,KJAN,12.840341784459511,7.978618583019748
Santa Rosa,Sonoma,CA,38.4458,-122.7067,Metropolitan Oakland International Airport,KOAK,91.08842165743957,56.599721871389214
Lansing,Ingham,MI,42.7142,-84.5601,MBS International Airport,KMBS,99.03620433896533,61.538245133548095
Ann Arbor,Washtenaw,MI,42.2755,-83.7312,MBS International Airport,KMBS,142.66708845510328,88.64921995385367
Henderson,Clark,NV,36.0133,-115.038,McCarran International Airport,KLAS,12.657864712996759,7.865232586152452
Huntsville,Madison,AL,34.6988,-86.6412,Huntsville International Carl T Jones Field,KHSV,14.031242618782583,8.718610063524077
Lexington,Fayette,KY,38.0423,-84.4587,Louisville Muhammad Ali International Airport,KSDF,112.71547686813969,70.0381511201282
Mobile,Mobile,AL,30.6783,-88.1162,Gulfport Biloxi International Airport,KGPT,96.19310821465325,59.77162708306895
Fort Collins,Larimer,CO,40.5478,-105.0656,Denver International Airport,KDEN,83.25840711785806,51.734376340912
Asheville,Buncombe,NC,35.5704,-82.5536,Greenville Spartanburg International Airport,KGSP,80.94813586825597,50.29884032222126
Santa Clarita,Los Angeles,CA,34.4175,-118.4964,Los Angeles International Airport,KLAX,53.43992153604721,33.206028172759495
St. Paul,Ramsey,MN,44.9477,-93.104,Minneapolis-St Paul International/Wold-Chamberlain Airport,KMSP,11.807519278635963,7.336852423189163
Antioch,Contra Costa,CA,37.9789,-121.7958,Metropolitan Oakland International Airport,KOAK,47.055883852717244,29.239171016623537
Lakeland,Polk,FL,28.0556,-81.9545,Tampa International Airport,KTPA,57.50247083387773,35.73037930501161
Trenton,Mercer,NJ,40.2236,-74.7641,Philadelphia International Airport,KPHL,56.37306406757555,35.0285984673463
Lincoln,Lancaster,NE,40.809,-96.6788,Kansas City International Airport,KMCI,237.08102227220198,147.31531930650488
Springfield,Greene,MO,37.1943,-93.2916,Tulsa International Airport,KTUL,256.6080618079312,159.4488592952684
Plano,Collin,TX,33.0502,-96.7487,Dallas Fort Worth International Airport,KDFW,31.92584650299188,19.83780155257987
Irvine,Orange,CA,33.6772,-117.7738,Ontario International Airport,KONT,45.041118518499296,27.98725386318213
Davenport,Scott,IA,41.5563,-90.6052,Quad City International Airport,KMLI,14.487152426066082,9.001899287567593
Rockford,Winnebago,IL,42.2597,-89.0641,Chicago Rockford International Airport,KRFD,7.651597565385813,4.754482361120861
Newark,Essex,NJ,40.7245,-74.1725,Newark Liberty International Airport,KEWR,3.5725031277422095,2.21985055548893
South Bend,St. Joseph,IN,41.6767,-86.2696,Fort Wayne International Airport,KFWA,118.64694794546774,73.72379642121282
Shreveport,Caddo,LA,32.4656,-93.7956,Dallas Fort Worth International Airport,KDFW,307.21282585520413,190.8932022570392
Round Lake Beach,Lake,IL,42.379,-88.0811,Chicago O'Hare International Airport,KORD,46.832642108740345,29.100455026278517
Savannah,Chatham,GA,32.0281,-81.1784,Savannah Hilton Head International Airport,KSAV,11.287226046655123,7.01355719328135
Myrtle Beach,Horry,SC,33.7096,-78.8843,Charleston Air Force Base-International Airport,KCHS,140.27484870790803,87.16275107145127
Chula Vista,San Diego,CA,32.6281,-117.0145,San Diego International Airport,KSAN,20.18465794439125,12.542165128495926
Eugene,Lane,OR,44.0563,-123.1173,Portland International Airport,KPDX,175.24739904614847,108.89368664218414
Canton,Stark,OH,40.8075,-81.3677,Cleveland Hopkins International Airport,KCLE,78.39041322821643,48.709545136112716
Lubbock,Lubbock,TX,33.5659,-101.8878,Lubbock Preston Smith International Airport,KLBB,12.410979085270514,7.7118249673894415
Reading,Berks,PA,40.34,-75.9267,Philadelphia International Airport,KPHL,78.16109089098848,48.56705084024258
Winter Haven,Polk,FL,28.0118,-81.7017,Orlando International Airport,KMCO,60.30425298824767,37.47132604441104
Salem,Marion,OR,44.9231,-123.0246,Portland International Airport,KPDX,81.19521641849138,50.45236906021769
St. Petersburg,Pinellas,FL,27.7931,-82.6652,Tampa International Airport,KTPA,24.076230404966406,14.960276178210462
Lafayette,Lafayette,LA,30.2084,-92.0323,Louis Armstrong New Orleans International Airport,KMSY,172.35106176719952,107.09398607155889
Laredo,Webb,TX,27.5629,-99.4875,Corpus Christi International Airport,KCRP,196.96777015027638,122.39009969960142
Jersey City,Hudson,NJ,40.7161,-74.0682,Newark Liberty International Airport,KEWR,8.868875078019409,5.510863549879014
Concord,Cabarrus,NC,35.3933,-80.6366,Charlotte Douglas International Airport,KCLT,34.221277363048756,21.26411618061044
Columbus,Muscogee,GA,32.51,-84.8771,Hartsfield Jackson Atlanta International Airport,KATL,132.08393881626523,82.07315556298931
Chandler,Maricopa,AZ,33.2826,-111.8516,Phoenix Sky Harbor International Airport,KPHX,22.504814206853986,13.98384340948991
McKinney,Collin,TX,33.2015,-96.6669,Dallas Fort Worth International Airport,KDFW,48.4175771182896,30.08528799508415
Scottsdale,Maricopa,AZ,33.6872,-111.8651,Phoenix Sky Harbor International Airport,KPHX,31.242354770935314,19.4130994748418
Killeen,Bell,TX,31.0754,-97.7296,Austin Bergstrom International Airport,KAUS,98.11816230759752,60.96780025486664
Tallahassee,Leon,FL,30.4551,-84.2526,Jacksonville International Airport,KJAX,245.8186147563335,152.74460763348065
Peoria,Peoria,IL,40.752,-89.6153,General Wayne A. Downing Peoria International Airport,KPIA,11.770280986174448,7.313713620716401
Wilmington,New Hanover,NC,34.21,-77.8866,Raleigh Durham International Airport,KRDU,202.75404745499824,125.98552577196921
Montgomery,Montgomery,AL,32.3473,-86.2666,Birmingham-Shuttlesworth International Airport,KBHM,142.59833518526594,88.60649865207093
Gilbert,Maricopa,AZ,33.3101,-111.7463,Phoenix Sky Harbor International Airport,KPHX,28.275274086611198,17.569440989526505
Glendale,Maricopa,AZ,33.5791,-112.2311,Phoenix Sky Harbor International Airport,KPHX,25.921235644227902,16.106709297736664
North Las Vegas,Clark,NV,36.288,-115.0901,McCarran International Airport,KLAS,23.775509281392402,14.773416732789935
Anchorage,Anchorage,AK,61.1508,-149.1091,Ted Stevens Anchorage International Airport,PANC,47.63852022263219,29.60120447696123
Chesapeake,Chesapeake,VA,36.6778,-76.3024,Norfolk International Airport,KORF,25.73650115974321,15.99192060943103
Barnstable,Barnstable,MA,41.6722,-70.3599,General Edward Lawrence Logan International Airport,KBOS,93.6175129989218,58.171226393155635
Norfolk,Norfolk,VA,36.8945,-76.259,Norfolk International Airport,KORF,5.1398011902993925,3.193724433377762
Fremont,Alameda,CA,37.5265,-121.9852,Norman Y. Mineta San Jose International Airport,KSJC,18.888344636246387,11.73667337263798
Kennewick,Benton,WA,46.1978,-119.1732,Spokane International Airport,KGEG,201.26246355035042,125.05869849123751
Garland,Dallas,TX,32.91,-96.6305,Dallas Fort Worth International Airport,KDFW,38.07186011891138,23.656757408320107
Irving,Dallas,TX,32.8584,-96.9702,Dallas Fort Worth International Airport,KDFW,7.636976280631064,4.745397115867261
Visalia,Tulare,CA,36.3276,-119.3269,Norman Y. Mineta San Jose International Airport,KSJC,258.55776425721535,160.66034824582303
Atlantic City,Atlantic,NJ,39.3797,-74.4527,Philadelphia International Airport,KPHL,86.91695065142137,54.00768992661448
Nashua,Hillsborough,NH,42.7491,-71.491,General Edward Lawrence Logan International Airport,KBOS,58.429829902929384,36.30661352257911
Paradise,Clark,NV,36.0807,-115.1369,McCarran International Airport,KLAS,1.3586600263214699,0.8442322109474033
Hialeah,Miami-Dade,FL,25.8696,-80.3046,Miami International Airport,KMIA,8.610074390620559,5.350052256189166
York,York,PA,39.9651,-76.7315,Baltimore/Washington International Thurgood Marshall Airport,KBWI,87.97771447485279,54.66681801649665
Arlington,Arlington,VA,38.8786,-77.1011,Washington Dulles International Airport,KIAD,31.552545984860117,19.605843361667713
Evansville,Vanderburgh,IN,37.9881,-87.5341,Louisville Muhammad Ali International Airport,KSDF,158.73497779175452,98.63334363243585
Avondale,Maricopa,AZ,33.3858,-112.3236,Phoenix Sky Harbor International Airport,KPHX,29.421168568505973,18.281466818814838
Brownsville,Cameron,TX,25.998,-97.4565,Corpus Christi International Airport,KCRP,197.131939162728,122.4921095958713
Gulfport,Harrison,MS,30.4271,-89.0703,Gulfport Biloxi International Airport,KGPT,2.2016418360091317,1.3680368296111973
Appleton,Outagamie,WI,44.2779,-88.3891,Austin Straubel International Airport,KGRB,30.92112415585571,19.213496022073052
Bremerton,Kitsap,WA,47.5436,-122.7122,Boeing Field King County International Airport,KBFI,30.83050226704306,19.157186190275265
Hickory,Catawba,NC,35.7425,-81.323,Charlotte Douglas International Airport,KCLT,68.09437101938755,42.31188103356207
Tacoma,Pierce,WA,47.2431,-122.4531,Seattle Tacoma International Airport,KSEA,25.338958027962235,15.744898756584528
San Bernardino,San Bernardino,CA,34.1417,-117.2946,Ontario International Airport,KONT,29.778286051737098,18.503369337911142
College Station,Brazos,TX,30.5852,-96.296,George Bush Intercontinental Houston Airport,KIAH,113.42205550856252,70.4771987378221
Kalamazoo,Kalamazoo,MI,42.2749,-85.5882,Fort Wayne International Airport,KFWA,147.80922548581296,91.84439581119018
Thousand Oaks,Ventura,CA,34.1914,-118.8755,Los Angeles International Airport,KLAX,51.189537435267326,31.80770430359698
Roanoke,Roanoke,VA,37.2785,-79.958,Piedmont Triad International Airport,KGSO,131.30089217879078,81.58659293420584
Fontana,San Bernardino,CA,34.0968,-117.4599,Ontario International Airport,KONT,13.764537678755339,8.55288729489342
Moreno Valley,Riverside,CA,33.9244,-117.2045,Ontario International Airport,KONT,39.37539791847358,24.46673825507943
North Port,Sarasota,FL,27.0577,-82.1975,Sarasota Bradenton International Airport,KSRQ,51.52957008965358,32.018990802092155
Fargo,Cass,ND,46.8652,-96.8292,Duluth International Airport,KDLH,352.45981972483037,219.00838113420153
Green Bay,Brown,WI,44.515,-87.9896,Austin Straubel International Airport,KGRB,11.590514501144211,7.20201190419338
Amarillo,Potter,TX,35.1988,-101.8311,Rick Husband Amarillo International Airport,KAMA,11.594019805428664,7.204189999322975
Portland,Cumberland,ME,43.6773,-70.2715,Portland International Jetport,KPWM,4.605187958652451,2.861531168093424
Santa Barbara,Santa Barbara,CA,34.4285,-119.7202,Los Angeles International Airport,KLAX,132.2444948506116,82.17292045871835
Gainesville,Alachua,FL,29.6804,-82.3458,Jacksonville International Airport,KJAX,110.42255849734211,68.61339768056366
Olympia,Thurston,WA,47.0417,-122.8959,Seattle Tacoma International Airport,KSEA,63.35510202152627,39.36703576923821
Frisco,Collin,TX,33.1555,-96.8215,Dallas Fort Worth International Airport,KDFW,35.140915725522134,21.83555297346656
Yonkers,Westchester,NY,40.9466,-73.8674,John F Kennedy International Airport,KJFK,34.91857537254633,21.69739708152956
Norwich,New London,CT,41.5495,-72.0882,Bradley International Airport,KBDL,65.66289747994006,40.80103340258733
Spring Valley,Clark,NV,36.0987,-115.2619,McCarran International Airport,KLAS,10.089441636580554,6.269288457052023
Glendale,Los Angeles,CA,34.1818,-118.2468,Los Angeles International Airport,KLAX,30.47172156985661,18.934250197927685
Huntington Beach,Orange,CA,33.696,-118.0025,Los Angeles International Airport,KLAX,46.41703552663401,28.842209065627205
Deltona,Volusia,FL,28.905,-81.2137,Orlando Sanford International Airport,KSFB,14.354798220622726,8.919658196106209
Aurora,Kane,IL,41.7637,-88.2901,Chicago O'Hare International Airport,KORD,39.86006732163835,24.767897863727207
Tempe,Maricopa,AZ,33.3881,-111.9318,Phoenix Sky Harbor International Airport,KPHX,9.044674983779975,5.620100548281344
Overland Park,Johnson,KS,38.887,-94.687,Kansas City International Airport,KMCI,45.71568259848252,28.406408555038205
Grand Prairie,Dallas,TX,32.6872,-97.0209,Dallas Fort Worth International Airport,KDFW,23.361364916973997,14.516079352098034
Sunrise Manor,Clark,NV,36.1785,-115.049,McCarran International Airport,KLAS,14.327912371167912,8.90295210356745
Waco,McLennan,TX,31.5598,-97.1881,Fort Worth Meacham International Airport,KFTW,141.06264211292697,87.65226320487997
Salinas,Monterey,CA,36.6884,-121.6317,Norman Y. Mineta San Jose International Airport,KSJC,79.47756990456314,49.38507298468228
Waterbury,New Haven,CT,41.5583,-73.0361,Bradley International Airport,KBDL,51.46037496923019,31.975994947080526
